City,State,Country,CountryCode,PostalCode,Sex,EmailPromotion,EmailAddress,PhoneNumberType,OnlineOrderFlag,OrderQty,UnitPrice,SubTotal,TaxAmt,Freight,TotalDue,ShipMethod,ShipBase,ShipRate,FullDate
Glendale,California,United States,US,91203,,1,evan22@adventure-works.com,Cell,0,4,41.994,64704.8794,6354.4426,1985.7633,73045.0853,CARGO TRANSPORT 5,8.99,1.49,2014-06-13
Billericay,England,United Kingdom,GB,CM11,,1,timothy23@adventure-works.com,Home,0,1,12.144,865.536,85.3996,26.6874,977.623,CARGO TRANSPORT 5,8.99,1.49,2014-02-02
Saarlouis,Saarland,Germany,DE,66740,,1,patrick26@adventure-works.com,Cell,0,3,5.394,12423.5249,1175.2319,367.26,13966.0168,CARGO TRANSPORT 5,8.99,1.49,2014-03-08
Port Macquarie,New South Wales,Australia,AU,2444,,0,brian33@adventure-works.com,Home,0,1,23.484,56184.0389,6300.9149,1969.0359,64453.9897,CARGO TRANSPORT 5,8.99,1.49,2014-04-05
York,England,United Kingdom,GB,Y03 4TN,,1,benjamin52@adventure-works.com,Home,0,3,200.052,41619.216,4011.5624,1253.6133,46884.3917,CARGO TRANSPORT 5,8.99,1.49,2014-06-19
Bonn,Hamburg,Germany,DE,53001,,1,benjamin55@adventure-works.com,Cell,0,1,672.294,672.294,64.5402,20.1688,757.003,CARGO TRANSPORT 5,8.99,1.49,2014-06-27
Edmonds,Washington,United States,US,98020,,2,jorge0@adventure-works.com,Cell,-1,1,4.99,36.27,2.9016,0.9068,40.0784,XRQ - TRUCK GROUND,3.95,0.99,2013-09-03
Melton,Victoria,Australia,AU,3337,,2,christian53@adventure-works.com,Cell,0,3,202.332,34123.6677,3253.9467,1016.8583,38394.4727,CARGO TRANSPORT 5,8.99,1.49,2013-12-31
Melton,Victoria,Australia,AU,3337,,2,christian53@adventure-works.com,Cell,0,3,31.584,34891.325,3375.6791,1054.8997,39321.9038,CARGO TRANSPORT 5,8.99,1.49,2014-03-01
Esher-Molesey,England,United Kingdom,GB,EM15,,1,todd11@adventure-works.com,Cell,0,1,14.694,34239.5087,3255.3758,1017.3049,38512.1894,CARGO TRANSPORT 5,8.99,1.49,2014-02-06
Esher-Molesey,England,United Kingdom,GB,EM15,,1,todd11@adventure-works.com,Cell,0,3,1430.442,30635.004,2948.8135,921.5042,34505.3217,CARGO TRANSPORT 5,8.99,1.49,2013-12-11
La Jolla,California,United States,US,92806,,0,john39@adventure-works.com,Home,0,3,445.41,108982.7474,10616.1592,3317.5497,122916.4563,CARGO TRANSPORT 5,8.99,1.49,2014-04-26
Hervey Bay,Queensland,Australia,AU,4655,,0,austin46@adventure-works.com,Cell,-1,1,2384.07,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2013-10-31
Lake Oswego,Oregon,United States,US,97034,,0,christopher17@adventure-works.com,Home,0,4,1430.442,53248.692,5118.4791,1599.5247,59966.6958,CARGO TRANSPORT 5,8.99,1.49,2014-04-18
Olympia,Washington,United States,US,98501,,0,curtis5@adventure-works.com,Cell,-1,1,29.99,34.98,2.7984,0.8745,38.6529,XRQ - TRUCK GROUND,3.95,0.99,2013-07-27
Olympia,Washington,United States,US,98501,,0,curtis5@adventure-works.com,Cell,-1,1,4.99,2368.97,189.5176,59.2243,2617.7119,XRQ - TRUCK GROUND,3.95,0.99,2013-08-15
Olympia,Washington,United States,US,98501,,0,curtis5@adventure-works.com,Cell,0,1,1430.442,5020.236,481.9427,150.6071,5652.7858,CARGO TRANSPORT 5,8.99,1.49,2014-05-23
Oakland,California,United States,US,94611,,1,john40@adventure-works.com,Home,-1,1,2.29,6.28,0.5024,0.157,6.9394,XRQ - TRUCK GROUND,3.95,0.99,2013-11-08
Poing,Saarland,Germany,DE,66041,,1,curtis11@adventure-works.com,Cell,0,1,469.794,72301.9511,7043.8365,2201.1989,81546.9865,CARGO TRANSPORT 5,8.99,1.49,2013-11-26
Colombes,Hauts de Seine,France,FR,92700,,1,curtis12@adventure-works.com,Home,0,5,72.0,47450.61,4540.4811,1418.9003,53409.9914,CARGO TRANSPORT 5,8.99,1.49,2014-04-08
Burien,Washington,United States,US,98168,,0,jorge1@adventure-works.com,Cell,-1,1,34.99,2329.98,186.3984,58.2495,2574.6279,XRQ - TRUCK GROUND,3.95,0.99,2013-11-15
Bottrop,Nordrhein-Westfalen,Germany,DE,46236,,1,zachary32@adventure-works.com,Cell,-1,1,53.99,2447.05,195.764,61.1763,2703.9903,XRQ - TRUCK GROUND,3.95,0.99,2011-09-25
Bottrop,Nordrhein-Westfalen,Germany,DE,46236,,1,zachary32@adventure-works.com,Cell,-1,1,34.99,2433.04,194.6432,60.826,2688.5092,XRQ - TRUCK GROUND,3.95,0.99,2013-11-06
Burlingame,California,United States,US,94010,,1,jorge11@adventure-works.com,Cell,0,2,11.994,39477.7558,3778.7432,1180.8572,44437.3562,CARGO TRANSPORT 5,8.99,1.49,2013-11-20
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,1,brandon33@adventure-works.com,Cell,-1,1,2384.07,2384.07,190.7256,59.6018,2634.3974,XRQ - TRUCK GROUND,3.95,0.99,2013-09-22
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,1,brandon33@adventure-works.com,Cell,0,2,1308.9375,54130.4516,5202.7398,1625.8562,60959.0476,CARGO TRANSPORT 5,8.99,1.49,2014-03-10
Burbank,California,United States,US,91502,,1,jorge16@adventure-works.com,Cell,-1,1,53.99,2395.96,191.6768,59.899,2647.5358,XRQ - TRUCK GROUND,3.95,0.99,2013-10-08
Paris,Seine (Paris),France,FR,75013,,1,jose65@adventure-works.com,Cell,0,1,809.76,31612.0704,3047.1695,952.2405,35611.4804,CARGO TRANSPORT 5,8.99,1.49,2014-04-19
Paris,Seine (Paris),France,FR,75013,,1,jose65@adventure-works.com,Cell,0,2,72.894,47000.9618,4603.8104,1438.6907,53043.4629,CARGO TRANSPORT 5,8.99,1.49,2014-05-12
Paris,Seine (Paris),France,FR,75013,,1,jose65@adventure-works.com,Cell,0,1,1020.594,21969.69,2093.6428,654.2634,24717.5962,CARGO TRANSPORT 5,8.99,1.49,2013-12-02
Santa Monica,California,United States,US,90401,,1,jose66@adventure-works.com,Home,-1,1,2.29,37.29,2.9832,0.9323,41.2055,XRQ - TRUCK GROUND,3.95,0.99,2013-09-05
London,England,United Kingdom,GB,C2H 7AU,,0,alan16@adventure-works.com,Cell,-1,1,69.99,848.47,67.8776,21.2118,937.5594,XRQ - TRUCK GROUND,3.95,0.99,2013-08-18
London,England,United Kingdom,GB,C2H 7AU,,0,alan16@adventure-works.com,Cell,-1,1,120.0,141.98,11.3584,3.5495,156.8879,XRQ - TRUCK GROUND,3.95,0.99,2011-06-19
Yakima,Washington,United States,US,98901,,0,alan20@adventure-works.com,Home,-1,1,8.99,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2013-09-08
Yakima,Washington,United States,US,98901,,0,alan20@adventure-works.com,Home,-1,1,1120.49,1179.97,94.3976,29.4993,1303.8669,XRQ - TRUCK GROUND,3.95,0.99,2011-06-09
Bottrop,Nordrhein-Westfalen,Germany,DE,46236,,0,alan22@adventure-works.com,Home,0,4,72.894,55103.4671,5996.4757,1873.8986,62973.8414,CARGO TRANSPORT 5,8.99,1.49,2013-11-18
Bottrop,Nordrhein-Westfalen,Germany,DE,46236,,0,alan22@adventure-works.com,Home,-1,1,4.99,2403.96,192.3168,60.099,2656.3758,XRQ - TRUCK GROUND,3.95,0.99,2011-06-04
Berlin,Saarland,Germany,DE,12171,,0,jose72@adventure-works.com,Cell,-1,1,3.99,38.98,3.1184,0.9745,43.0729,XRQ - TRUCK GROUND,3.95,0.99,2012-12-12
Berlin,Saarland,Germany,DE,12171,,0,jose72@adventure-works.com,Cell,0,3,20.1865,6700.1106,645.2179,201.6306,7546.9591,CARGO TRANSPORT 5,8.99,1.49,2014-04-24
Santa Cruz,California,United States,US,95062,,0,krystal2@adventure-works.com,Home,-1,1,4.99,1749.96,139.9968,43.749,1933.7058,XRQ - TRUCK GROUND,3.95,0.99,2013-05-14
Santa Cruz,California,United States,US,95062,,0,krystal2@adventure-works.com,Home,0,5,32.394,9003.912,858.3606,268.2377,10130.5103,CARGO TRANSPORT 5,8.99,1.49,2014-03-03
Oak Bay,British Columbia,Canada,CA,V8P,,1,josé73@adventure-works.com,Home,0,1,780.8182,17944.6404,1763.621,551.1315,20259.3929,CARGO TRANSPORT 5,8.99,1.49,2014-05-17
Oak Bay,British Columbia,Canada,CA,V8P,,1,josé73@adventure-works.com,Home,-1,1,49.99,49.99,3.9992,1.2498,55.239,XRQ - TRUCK GROUND,3.95,0.99,2012-09-29
Roncq,Nord,France,FR,59223,,0,jose76@adventure-works.com,Home,-1,1,2294.99,2349.98,187.9984,58.7495,2596.7279,XRQ - TRUCK GROUND,3.95,0.99,2012-12-23
Roncq,Nord,France,FR,59223,,0,jose76@adventure-works.com,Home,0,2,1020.594,10376.3682,985.2142,307.8794,11669.4618,CARGO TRANSPORT 5,8.99,1.49,2014-02-21
Roncq,Nord,France,FR,59223,,0,jose76@adventure-works.com,Home,0,2,48.594,47450.61,4540.4811,1418.9003,53409.9914,CARGO TRANSPORT 5,8.99,1.49,2014-04-07
Caloundra,Queensland,Australia,AU,4551,,1,naomi9@adventure-works.com,Home,-1,1,2.29,2362.27,188.9816,59.0568,2610.3084,XRQ - TRUCK GROUND,3.95,0.99,2012-12-27
Caloundra,Queensland,Australia,AU,4551,,1,naomi9@adventure-works.com,Home,0,1,445.41,10723.992,1028.792,321.4975,12074.2815,CARGO TRANSPORT 5,8.99,1.49,2014-05-18
Hawthorne,Queensland,Australia,AU,4171,,1,krystal20@adventure-works.com,Home,0,1,202.332,19300.926,1857.4442,580.4513,21738.8215,CARGO TRANSPORT 5,8.99,1.49,2014-04-06
Hawthorne,Queensland,Australia,AU,4171,,1,krystal20@adventure-works.com,Home,0,4,31.584,53584.4454,5718.0294,1786.8842,61089.359,CARGO TRANSPORT 5,8.99,1.49,2013-12-10
Walla Walla,Washington,United States,US,99362,,0,cole22@adventure-works.com,Cell,0,5,32.394,52766.5746,5213.177,1629.1178,59608.8694,CARGO TRANSPORT 5,8.99,1.49,2014-03-29
Walla Walla,Washington,United States,US,99362,,0,cole22@adventure-works.com,Cell,-1,1,4.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2012-09-18
Victoria,British Columbia,Canada,CA,V8V,,2,diane13@adventure-works.com,Cell,0,4,1466.01,39291.336,3770.3321,1178.2288,44239.8969,CARGO TRANSPORT 5,8.99,1.49,2014-03-12
Hervey Bay,Queensland,Australia,AU,4655,,0,pamela5@adventure-works.com,Cell,0,1,728.91,3589.794,344.6202,107.6938,4042.108,CARGO TRANSPORT 5,8.99,1.49,2013-12-06
Hervey Bay,Queensland,Australia,AU,4655,,0,pamela5@adventure-works.com,Cell,-1,1,1120.49,1134.47,90.7576,28.3618,1253.5894,XRQ - TRUCK GROUND,3.95,0.99,2013-08-18
Hervey Bay,Queensland,Australia,AU,4655,,0,pamela5@adventure-works.com,Cell,0,2,218.454,47000.9618,4603.8104,1438.6907,53043.4629,CARGO TRANSPORT 5,8.99,1.49,2014-05-11
Hawthorne,Queensland,Australia,AU,4171,,1,pamela6@adventure-works.com,Home,-1,1,4.99,54.97,4.3976,1.3743,60.7419,XRQ - TRUCK GROUND,3.95,0.99,2011-12-08
Hawthorne,Queensland,Australia,AU,4171,,1,pamela6@adventure-works.com,Home,0,1,12.144,4398.8328,495.559,154.8622,5049.254,CARGO TRANSPORT 5,8.99,1.49,2014-01-13
Duesseldorf,Hessen,Germany,DE,40434,,1,pamela13@adventure-works.com,Home,0,4,5.394,3676.914,336.0812,105.0254,4118.0206,CARGO TRANSPORT 5,8.99,1.49,2014-01-17
Walla Walla,Washington,United States,US,99362,,1,pamela15@adventure-works.com,Cell,-1,1,35.0,39.99,3.1992,0.9998,44.189,XRQ - TRUCK GROUND,3.95,0.99,2012-01-31
Walla Walla,Washington,United States,US,99362,,1,pamela15@adventure-works.com,Cell,0,3,323.994,10376.3682,985.2142,307.8794,11669.4618,CARGO TRANSPORT 5,8.99,1.49,2014-02-21
Puyallup,Washington,United States,US,98371,,0,luke31@adventure-works.com,Cell,0,1,818.7,64704.8794,6354.4426,1985.7633,73045.0853,CARGO TRANSPORT 5,8.99,1.49,2014-06-13
Paris,Seine (Paris),France,FR,75003,,1,pamela21@adventure-works.com,Cell,-1,1,1120.49,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-07-06
Caloundra,Queensland,Australia,AU,4551,,2,isaiah21@adventure-works.com,Cell,-1,1,539.99,553.97,44.3176,13.8493,612.1369,XRQ - TRUCK GROUND,3.95,0.99,2011-11-22
Caloundra,Queensland,Australia,AU,4551,,2,isaiah21@adventure-works.com,Cell,0,2,1430.442,70205.79,6729.5996,2102.9999,79038.3895,CARGO TRANSPORT 5,8.99,1.49,2014-03-09
Issaquah,Washington,United States,US,98027,,1,alex26@adventure-works.com,Home,-1,1,53.99,62.98,5.0384,1.5745,69.5929,XRQ - TRUCK GROUND,3.95,0.99,2011-11-13
Issaquah,Washington,United States,US,98027,,1,alex26@adventure-works.com,Home,-1,1,120.0,2436.97,194.9576,60.9243,2692.8519,XRQ - TRUCK GROUND,3.95,0.99,2013-09-24
Issaquah,Washington,United States,US,98027,,1,alex26@adventure-works.com,Home,0,1,32.394,2127.522,203.1943,63.4982,2394.2145,CARGO TRANSPORT 5,8.99,1.49,2014-04-19
Colma,California,United States,US,94014,,0,jonathan30@adventure-works.com,Home,-1,1,49.99,1775.47,142.0376,44.3868,1961.8944,XRQ - TRUCK GROUND,3.95,0.99,2011-11-08
Colma,California,United States,US,94014,,0,jonathan30@adventure-works.com,Home,0,3,31.584,25622.286,2465.3385,770.4183,28858.0428,CARGO TRANSPORT 5,8.99,1.49,2014-03-24
Billericay,England,United Kingdom,GB,CM11,,0,ricky13@adventure-works.com,Cell,-1,1,21.49,27.77,2.2216,0.6943,30.6859,XRQ - TRUCK GROUND,3.95,0.99,2012-02-02
Billericay,England,United Kingdom,GB,CM11,,0,ricky13@adventure-works.com,Cell,0,3,953.628,24213.5442,2703.4449,844.8265,27761.8156,CARGO TRANSPORT 5,8.99,1.49,2014-03-15
Salem,Oregon,United States,US,97301,,0,thomas37@adventure-works.com,Cell,0,2,32.394,5696.538,535.0925,167.2164,6398.8469,CARGO TRANSPORT 5,8.99,1.49,2014-04-11
Burien,Washington,United States,US,98168,,1,ryan50@adventure-works.com,Home,0,5,1430.442,32109.4774,3057.4851,955.4641,36122.4266,CARGO TRANSPORT 5,8.99,1.49,2014-05-28
East Brisbane,Queensland,Australia,AU,4169,,0,brent6@adventure-works.com,Home,0,27,18.995,26509.1108,2560.9873,800.3085,29870.4066,CARGO TRANSPORT 5,8.99,1.49,2013-12-23
Colma,California,United States,US,94014,,0,ryan54@adventure-works.com,Home,-1,1,28.99,36.27,2.9016,0.9068,40.0784,XRQ - TRUCK GROUND,3.95,0.99,2012-11-15
Colma,California,United States,US,94014,,0,ryan54@adventure-works.com,Home,0,5,728.91,63235.638,6079.7887,1899.934,71215.3607,CARGO TRANSPORT 5,8.99,1.49,2014-02-17
Colma,California,United States,US,94014,,0,ryan54@adventure-works.com,Home,0,1,72.162,31612.0704,3047.1695,952.2405,35611.4804,CARGO TRANSPORT 5,8.99,1.49,2014-04-24
Melbourne,Victoria,Australia,AU,3000,,0,brent14@adventure-works.com,Home,0,2,32.394,73016.5967,7056.0374,2205.0117,82277.6458,CARGO TRANSPORT 5,8.99,1.49,2013-12-19
Burbank,California,United States,US,91502,,2,christian35@adventure-works.com,Cell,-1,1,21.98,21.98,1.7584,0.5495,24.2879,XRQ - TRUCK GROUND,3.95,0.99,2013-07-17
Birmingham,England,United Kingdom,GB,B29 6SL,,0,brent21@adventure-works.com,Cell,0,1,242.994,242.994,23.9754,7.4923,274.4617,CARGO TRANSPORT 5,8.99,1.49,2014-01-29
Birmingham,England,United Kingdom,GB,B29 6SL,,0,brent21@adventure-works.com,Cell,0,4,38.1,22021.782,2106.1688,658.1777,24786.1285,CARGO TRANSPORT 5,8.99,1.49,2014-04-02
Birmingham,England,United Kingdom,GB,B29 6SL,,0,brent21@adventure-works.com,Cell,-1,1,3.99,38.98,3.1184,0.9745,43.0729,XRQ - TRUCK GROUND,3.95,0.99,2012-11-05
W. Linn,Oregon,United States,US,97068,,0,justin33@adventure-works.com,Cell,-1,1,120.0,120.0,9.6,3.0,132.6,XRQ - TRUCK GROUND,3.95,0.99,2013-09-20
W. Linn,Oregon,United States,US,97068,,0,justin33@adventure-works.com,Cell,-1,1,21.98,2404.91,192.3928,60.1228,2657.4256,XRQ - TRUCK GROUND,3.95,0.99,2013-11-05
Bellevue,Washington,United States,US,98004,,0,jeffery8@adventure-works.com,Home,-1,1,53.99,58.98,4.7184,1.4745,65.1729,XRQ - TRUCK GROUND,3.95,0.99,2013-07-22
Bellevue,Washington,United States,US,98004,,0,jeffery8@adventure-works.com,Home,-1,1,1120.49,1179.97,94.3976,29.4993,1303.8669,XRQ - TRUCK GROUND,3.95,0.99,2013-11-06
Kirkland,Washington,United States,US,98033,,2,christian38@adventure-works.com,Home,-1,1,21.98,570.96,45.6768,14.274,630.9108,XRQ - TRUCK GROUND,3.95,0.99,2013-09-21
Kirkland,Washington,United States,US,98033,,2,christian38@adventure-works.com,Home,0,1,461.694,39723.714,3833.431,1197.9472,44755.0922,CARGO TRANSPORT 5,8.99,1.49,2013-11-27
Roncq,Nord,France,FR,59223,,1,jeffery16@adventure-works.com,Home,-1,1,24.49,2422.54,193.8032,60.5635,2676.9067,XRQ - TRUCK GROUND,3.95,0.99,2011-08-19
Roncq,Nord,France,FR,59223,,1,jeffery16@adventure-works.com,Home,0,1,602.346,29496.174,2817.1113,880.3473,33193.6326,CARGO TRANSPORT 5,8.99,1.49,2014-03-03
Oak Bay,British Columbia,Canada,CA,V8P,,0,justin41@adventure-works.com,Home,0,2,158.43,39723.714,3833.431,1197.9472,44755.0922,CARGO TRANSPORT 5,8.99,1.49,2013-11-19
Hamburg,Hamburg,Germany,DE,20354,,0,wesley0@adventure-works.com,Home,-1,1,34.99,59.48,4.7584,1.487,65.7254,XRQ - TRUCK GROUND,3.95,0.99,2013-08-10
Vancouver,British Columbia,Canada,CA,V7L 4J4,,0,christian40@adventure-works.com,Home,-1,1,34.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2013-07-03
Lane Cove,New South Wales,Australia,AU,1597,,0,wesley7@adventure-works.com,Cell,-1,1,4.99,562.96,45.0368,14.074,622.0708,XRQ - TRUCK GROUND,3.95,0.99,2011-08-30
Lane Cove,New South Wales,Australia,AU,1597,,0,wesley7@adventure-works.com,Cell,0,1,323.994,36550.8348,3614.5867,1129.5583,41294.9798,CARGO TRANSPORT 5,8.99,1.49,2014-03-24
Milsons Point,New South Wales,Australia,AU,2061,,0,alan24@adventure-works.com,Cell,-1,1,49.99,63.97,5.1176,1.5993,70.6869,XRQ - TRUCK GROUND,3.95,0.99,2013-05-14
Milsons Point,New South Wales,Australia,AU,2061,,0,alan24@adventure-works.com,Cell,0,6,445.41,57288.1826,5485.7751,1714.3047,64488.2624,CARGO TRANSPORT 5,8.99,1.49,2014-02-24
Yakima,Washington,United States,US,98901,,1,alan25@adventure-works.com,Home,-1,1,34.99,574.98,45.9984,14.3745,635.3529,XRQ - TRUCK GROUND,3.95,0.99,2013-11-03
London,England,United Kingdom,GB,SE1 8HL,,0,krystal4@adventure-works.com,Cell,-1,1,2.29,27.28,2.1824,0.682,30.1444,XRQ - TRUCK GROUND,3.95,0.99,2012-09-02
London,England,United Kingdom,GB,SE1 8HL,,0,krystal4@adventure-works.com,Cell,0,4,63.9,57771.7641,6201.0736,1937.8355,65910.6732,CARGO TRANSPORT 5,8.99,1.49,2014-05-16
Bellflower,California,United States,US,90706,,0,thomas63@adventure-works.com,Cell,-1,1,2384.07,2419.06,193.5248,60.4765,2673.0613,XRQ - TRUCK GROUND,3.95,0.99,2012-12-01
Bellflower,California,United States,US,90706,,0,thomas63@adventure-works.com,Cell,0,2,196.329,8057.6592,767.5873,239.871,9065.1175,CARGO TRANSPORT 5,8.99,1.49,2014-04-18
Beverly Hills,California,United States,US,90210,,2,krystal12@adventure-works.com,Cell,-1,1,24.99,49.48,3.9584,1.237,54.6754,XRQ - TRUCK GROUND,3.95,0.99,2012-12-06
Beverly Hills,California,United States,US,90210,,2,krystal12@adventure-works.com,Cell,0,4,14.694,31154.4749,2977.5861,930.4957,35062.5567,CARGO TRANSPORT 5,8.99,1.49,2014-02-12
Beverly Hills,California,United States,US,90210,,2,krystal12@adventure-works.com,Cell,0,2,323.994,26673.846,2558.9441,799.67,30032.4601,CARGO TRANSPORT 5,8.99,1.49,2014-04-06
Puyallup,Washington,United States,US,98371,,1,krystal14@adventure-works.com,Home,-1,1,35.0,2359.98,188.7984,58.9995,2607.7779,XRQ - TRUCK GROUND,3.95,0.99,2013-05-15
Puyallup,Washington,United States,US,98371,,1,krystal14@adventure-works.com,Home,-1,1,539.99,567.27,45.3816,14.1818,626.8334,XRQ - TRUCK GROUND,3.95,0.99,2013-06-07
Malabar,New South Wales,Australia,AU,2036,,0,karen10@adventure-works.com,Home,0,2,728.91,30635.004,2948.8135,921.5042,34505.3217,CARGO TRANSPORT 5,8.99,1.49,2013-12-13
Malabar,New South Wales,Australia,AU,2036,,0,karen10@adventure-works.com,Home,-1,1,24.49,149.46,11.9568,3.7365,165.1533,XRQ - TRUCK GROUND,3.95,0.99,2013-07-10
Daly City,California,United States,US,94015,,0,naomi10@adventure-works.com,Home,0,5,158.43,40106.82,3873.2479,1210.39,45190.4579,CARGO TRANSPORT 5,8.99,1.49,2013-12-25
Malabar,New South Wales,Australia,AU,2036,,1,thomas68@adventure-works.com,Cell,0,2,16.272,39723.714,3833.431,1197.9472,44755.0922,CARGO TRANSPORT 5,8.99,1.49,2013-11-18
Malabar,New South Wales,Australia,AU,2036,,1,thomas68@adventure-works.com,Cell,0,5,29.994,22748.73,2157.262,674.1444,25580.1364,CARGO TRANSPORT 5,8.99,1.49,2014-05-21
San Carlos,California,United States,US,94070,,2,naomi11@adventure-works.com,Home,-1,1,29.99,32.28,2.5824,0.807,35.6694,XRQ - TRUCK GROUND,3.95,0.99,2013-10-12
San Carlos,California,United States,US,94070,,2,naomi11@adventure-works.com,Home,0,1,63.9,53248.692,5118.4791,1599.5247,59966.6958,CARGO TRANSPORT 5,8.99,1.49,2014-04-18
Concord,California,United States,US,94519,,2,jose80@adventure-works.com,Home,-1,1,2.29,7.28,0.5824,0.182,8.0444,XRQ - TRUCK GROUND,3.95,0.99,2012-12-08
Concord,California,United States,US,94519,,2,jose80@adventure-works.com,Home,0,2,1376.994,24019.3814,2292.4414,716.388,27028.2108,CARGO TRANSPORT 5,8.99,1.49,2014-01-12
Concord,California,United States,US,94519,,2,jose80@adventure-works.com,Home,-1,1,49.99,2469.05,197.524,61.7263,2728.3003,XRQ - TRUCK GROUND,3.95,0.99,2013-11-01
Colombes,Hauts de Seine,France,FR,92700,,0,jose59@adventure-works.com,Home,0,1,1430.442,28795.9976,2747.1052,858.4704,32401.5732,CARGO TRANSPORT 5,8.99,1.49,2014-03-03
Port Macquarie,New South Wales,Australia,AU,2444,,2,terry12@adventure-works.com,Cell,-1,1,8.99,22.97,1.8376,0.5743,25.3819,XRQ - TRUCK GROUND,3.95,0.99,2012-08-19
Port Macquarie,New South Wales,Australia,AU,2444,,2,terry12@adventure-works.com,Cell,0,7,14.694,868.89,80.196,25.0612,974.1472,CARGO TRANSPORT 5,8.99,1.49,2014-03-07
Milsons Point,New South Wales,Australia,AU,2061,,0,terry13@adventure-works.com,Cell,-1,1,1700.99,1737.92,139.0336,43.448,1920.4016,XRQ - TRUCK GROUND,3.95,0.99,2013-04-21
Milsons Point,New South Wales,Australia,AU,2061,,0,terry13@adventure-works.com,Cell,-1,1,2.29,23.78,1.9024,0.5945,26.2769,XRQ - TRUCK GROUND,3.95,0.99,2013-10-09
Novato,California,United States,US,94947,,0,bethany4@adventure-works.com,Cell,-1,1,21.98,64.26,5.1408,1.6065,71.0073,XRQ - TRUCK GROUND,3.95,0.99,2013-09-10
Novato,California,United States,US,94947,,0,bethany4@adventure-works.com,Cell,0,4,20.994,67831.3271,6500.3898,2031.3718,76363.0887,CARGO TRANSPORT 5,8.99,1.49,2014-03-27
Bellingham,Washington,United States,US,98225,,1,bethany5@adventure-works.com,Cell,-1,1,3.99,88.98,7.1184,2.2245,98.3229,XRQ - TRUCK GROUND,3.95,0.99,2013-08-27
Berkshire,England,United Kingdom,GB,RG11 5TP,,0,robert79@adventure-works.com,Cell,0,3,469.794,3604.1268,343.8613,107.4567,4055.4448,CARGO TRANSPORT 5,8.99,1.49,2014-06-12
Vancouver,British Columbia,Canada,CA,V7L 4J4,,2,bethany8@adventure-works.com,Home,0,1,728.91,2159.352,207.2978,64.7806,2431.4304,CARGO TRANSPORT 5,8.99,1.49,2014-02-07
Vancouver,British Columbia,Canada,CA,V7L 4J4,,2,bethany8@adventure-works.com,Home,-1,1,35.0,42.28,3.3824,1.057,46.7194,XRQ - TRUCK GROUND,3.95,0.99,2013-10-01
Bellingham,Washington,United States,US,98225,,0,jose63@adventure-works.com,Home,0,3,334.0575,1135.7955,145.3818,45.4318,1326.6091,CARGO TRANSPORT 5,8.99,1.49,2013-12-17
Bellingham,Washington,United States,US,98225,,0,jose63@adventure-works.com,Home,-1,1,34.99,91.97,7.3576,2.2993,101.6269,XRQ - TRUCK GROUND,3.95,0.99,2013-11-08
Lincoln Acres,California,United States,US,91950,,2,noah61@adventure-works.com,Home,-1,1,4.99,4.99,0.3992,0.1248,5.514,XRQ - TRUCK GROUND,3.95,0.99,2013-08-16
Lincoln Acres,California,United States,US,91950,,2,noah61@adventure-works.com,Home,-1,1,4.99,58.47,4.6776,1.4618,64.6094,XRQ - TRUCK GROUND,3.95,0.99,2013-10-09
Coffs Harbour,New South Wales,Australia,AU,2450,,1,alan7@adventure-works.com,Home,0,2,469.794,51710.6749,4963.7168,1551.1615,58225.5532,CARGO TRANSPORT 5,8.99,1.49,2014-05-27
Coffs Harbour,New South Wales,Australia,AU,2450,,1,alan7@adventure-works.com,Home,-1,1,4.99,1768.96,141.5168,44.224,1954.7008,XRQ - TRUCK GROUND,3.95,0.99,2011-06-26
Bellflower,California,United States,US,90706,,0,naomi5@adventure-works.com,Home,0,3,672.294,34239.5087,3255.3758,1017.3049,38512.1894,CARGO TRANSPORT 5,8.99,1.49,2014-02-07
Langford,British Columbia,Canada,CA,V9,,1,noah66@adventure-works.com,Home,-1,1,34.99,2369.96,189.5968,59.249,2618.8058,XRQ - TRUCK GROUND,3.95,0.99,2013-09-01
Langford,British Columbia,Canada,CA,V9,,1,noah66@adventure-works.com,Home,-1,1,49.99,84.98,6.7984,2.1245,93.9029,XRQ - TRUCK GROUND,3.95,0.99,2011-06-22
West Covina,California,United States,US,91791,,0,noah67@adventure-works.com,Home,-1,1,539.99,624.97,49.9976,15.6243,690.5919,XRQ - TRUCK GROUND,3.95,0.99,2013-09-06
West Covina,California,United States,US,91791,,0,noah67@adventure-works.com,Home,-1,1,120.0,120.0,9.6,3.0,132.6,XRQ - TRUCK GROUND,3.95,0.99,2011-06-24
Burbank,California,United States,US,91502,,1,jorge16@adventure-works.com,Cell,0,3,1466.01,60119.022,5771.0667,1803.4583,67693.547,CARGO TRANSPORT 5,8.99,1.49,2014-05-12
